Region,Age,Year,Population
1,0,1968,19736
1,0,1969,19351
1,0,1970,20840
1,0,1971,22142
1,0,1972,22099
1,0,1973,20803
1,0,1974,20508
1,0,1975,18994
1,0,1976,18510
1,0,1977,17873
1,0,1978,17563
1,0,1979,18399
1,0,1980,19015
1,0,1981,18109
1,0,1982,17925
1,0,1983,17605
1,0,1984,18368
1,0,1985,19301
1,0,1986,20565
1,0,1987,21394
1,0,1988,22969
1,0,1989,23673
1,0,1990,25173
1,0,1991,24749
1,0,1992,25442
1,0,1993,24654
1,0,1994,24313
1,0,1995,22486
1,0,1996,21262
1,0,1997,20572
1,0,1998,20816
1,0,1999,20829
1,0,2000,21817
1,0,2001,22507
1,0,2002,23908
1,0,2003,24832
1,0,2004,25640
1,0,2005,25735
1,0,2006,26942
1,0,2007,27342
1,0,2008,27908
1,0,2009,28527
1,0,2010,29578
1,0,2011,28583
1,0,2012,28886
1,0,2013,29512
1,0,2014,29607
1,0,2015,29430
1,0,2016,29626
1,0,2017,28938
1,0,2018,28798
1,0,2019,28474
1,0,2020,28384
1,0,2021,28880
1,0,2022,26271
1,0,2023,25802
1,1,1968,21741
1,1,1969,20242
1,1,1970,19771
1,1,1971,20818
1,1,1972,22055
1,1,1973,21584
1,1,1974,20552
1,1,1975,20344
1,1,1976,18948
1,1,1977,18473
1,1,1978,17803
1,1,1979,17416
1,1,1980,18163
1,1,1981,18921
1,1,1982,18077
1,1,1983,17806
1,1,1984,17556
1,1,1985,18411
1,1,1986,19370
1,1,1987,20470
1,1,1988,21133
1,1,1989,22578
1,1,1990,23342
1,1,1991,24927
1,1,1992,24768
1,1,1993,25420
1,1,1994,24734
1,1,1995,24374
1,1,1996,22501
1,1,1997,21369
1,1,1998,20606
1,1,1999,20875
1,1,2000,20855
1,1,2001,21744
1,1,2002,22439
1,1,2003,23837
1,1,2004,24785
1,1,2005,25638
1,1,2006,25827
1,1,2007,27011
1,1,2008,27528
1,1,2009,28062
1,1,2010,28734
1,1,2011,29750
1,1,2012,28667
1,1,2013,28977
1,1,2014,29483
1,1,2015,29761
1,1,2016,29599
1,1,2017,29859
1,1,2018,29201
1,1,2019,29033
1,1,2020,28417
1,1,2021,28288
1,1,2022,28872
1,1,2023,26337
1,2,1968,21824
1,2,1969,22071
1,2,1970,20477
1,2,1971,19670
1,2,1972,20515
1,2,1973,21710
1,2,1974,21218
1,2,1975,20323
1,2,1976,20304
1,2,1977,18929
1,2,1978,18335
1,2,1979,17623
1,2,1980,17120
1,2,1981,17980
1,2,1982,18877
1,2,1983,17952
1,2,1984,17767
1,2,1985,17550
1,2,1986,18360
1,2,1987,19244
1,2,1988,20163
1,2,1989,20786
1,2,1990,22141
1,2,1991,23027
1,2,1992,24839
1,2,1993,24687
1,2,1994,25369
1,2,1995,24670
1,2,1996,24422
1,2,1997,22488
1,2,1998,21346
1,2,1999,20605
1,2,2000,20768
1,2,2001,20677
1,2,2002,21557
1,2,2003,22251
1,2,2004,23639
1,2,2005,24659
1,2,2006,25611
1,2,2007,25841
1,2,2008,27023
1,2,2009,27688
1,2,2010,28270
1,2,2011,28907
1,2,2012,29819
1,2,2013,28801
1,2,2014,29018
1,2,2015,29534
1,2,2016,29732
1,2,2017,29682
1,2,2018,30051
1,2,2019,29268
1,2,2020,28799
1,2,2021,28352
1,2,2022,28272
1,2,2023,28718
1,3,1968,22001
1,3,1969,22125
1,3,1970,22203
1,3,1971,20341
1,3,1972,19351
1,3,1973,20206
1,3,1974,21343
1,3,1975,20958
1,3,1976,20240
1,3,1977,20307
1,3,1978,18807
1,3,1979,18170
1,3,1980,17388
1,3,1981,17013
1,3,1982,17904
1,3,1983,18760
1,3,1984,17868
1,3,1985,17776
1,3,1986,17566
1,3,1987,18226
1,3,1988,19065
1,3,1989,19944
1,3,1990,20433
1,3,1991,21955
1,3,1992,22986
1,3,1993,24806
1,3,1994,24782
1,3,1995,25278
1,3,1996,24615
1,3,1997,24457
1,3,1998,22433
1,3,1999,21341
1,3,2000,20544
1,3,2001,20621
1,3,2002,20535
1,3,2003,21371
1,3,2004,22031
1,3,2005,23494
1,3,2006,24616
1,3,2007,25618
1,3,2008,25896
1,3,2009,27135
1,3,2010,27719
1,3,2011,28342
1,3,2012,28882
1,3,2013,29945
1,3,2014,28829
1,3,2015,29043
1,3,2016,29583
1,3,2017,29912
1,3,2018,29764
1,3,2019,30116
1,3,2020,29060
1,3,2021,28522
1,3,2022,28268
1,3,2023,28136
1,4,1968,22342
1,4,1969,22228
1,4,1970,22282
1,4,1971,22055
1,4,1972,19980
1,4,1973,19072
1,4,1974,19907
1,4,1975,21120
1,4,1976,20859
1,4,1977,20189
1,4,1978,20159
1,4,1979,18620
1,4,1980,17981
1,4,1981,17207
1,4,1982,16942
1,4,1983,17806
1,4,1984,18727
1,4,1985,17852
1,4,1986,17801
1,4,1987,17499
1,4,1988,18042
1,4,1989,18819
1,4,1990,19728
1,4,1991,20299
1,4,1992,21918
1,4,1993,22977
1,4,1994,24876
1,4,1995,24695
1,4,1996,25251
1,4,1997,24560
1,4,1998,24402
1,4,1999,22356
1,4,2000,21338
1,4,2001,20476
1,4,2002,20549
1,4,2003,20426
1,4,2004,21268
1,4,2005,21922
1,4,2006,23491
1,4,2007,24634
1,4,2008,25648
1,4,2009,25924
1,4,2010,27214
1,4,2011,27812
1,4,2012,28386
1,4,2013,28893
1,4,2014,30017
1,4,2015,28921
1,4,2016,29098
1,4,2017,29709
1,4,2018,30080
1,4,2019,29822
1,4,2020,29928
1,4,2021,28968
1,4,2022,28407
1,4,2023,28110
1,5,1968,20382
1,5,1969,22668
1,5,1970,22345
1,5,1971,22167
1,5,1972,21693
1,5,1973,19635
1,5,1974,18874
1,5,1975,19770
1,5,1976,21063
1,5,1977,20753
1,5,1978,20037
1,5,1979,20000
1,5,1980,18378
1,5,1981,17885
1,5,1982,17217
1,5,1983,16883
1,5,1984,17785
1,5,1985,18791
1,5,1986,17898
1,5,1987,17745
1,5,1988,17400
1,5,1989,17910
1,5,1990,18630
1,5,1991,19575
1,5,1992,20316
1,5,1993,21956
1,5,1994,23100
1,5,1995,24821
1,5,1996,24654
1,5,1997,25291
1,5,1998,24560
1,5,1999,24359
1,5,2000,22393
1,5,2001,21234
1,5,2002,20373
1,5,2003,20478
1,5,2004,20296
1,5,2005,21211
1,5,2006,21962
1,5,2007,23548
1,5,2008,24660
1,5,2009,25786
1,5,2010,26061
1,5,2011,27369
1,5,2012,27905
1,5,2013,28519
1,5,2014,28921
1,5,2015,30027
1,5,2016,29019
1,5,2017,29267
1,5,2018,29837
1,5,2019,30181
1,5,2020,29608
1,5,2021,29741
1,5,2022,28843
1,5,2023,28251
1,6,1968,19248
1,6,1969,20520
1,6,1970,22745
1,6,1971,22221
1,6,1972,21881
1,6,1973,21396
1,6,1974,19393
1,6,1975,18671
1,6,1976,19670
1,6,1977,21005
1,6,1978,20536
1,6,1979,19815
1,6,1980,19763
1,6,1981,18264
1,6,1982,17819
1,6,1983,17182
1,6,1984,16832
1,6,1985,17784
1,6,1986,18790
1,6,1987,17928
1,6,1988,17697
1,6,1989,17264
1,6,1990,17742
1,6,1991,18541
1,6,1992,19599
1,6,1993,20349
1,6,1994,22055
1,6,1995,23152
1,6,1996,24855
1,6,1997,24704
1,6,1998,25292
1,6,1999,24585
1,6,2000,24299
1,6,2001,22345
1,6,2002,21153
1,6,2003,20268
1,6,2004,20393
1,6,2005,20285
1,6,2006,21308
1,6,2007,22071
1,6,2008,23566
1,6,2009,24787
1,6,2010,25884
1,6,2011,26185
1,6,2012,27486
1,6,2013,27971
1,6,2014,28666
1,6,2015,29017
1,6,2016,30142
1,6,2017,29165
1,6,2018,29332
1,6,2019,29885
1,6,2020,29955
1,6,2021,29426
1,6,2022,29616
1,6,2023,28583
1,7,1968,18569
1,7,1969,19425
1,7,1970,20618
1,7,1971,22624
1,7,1972,21851
1,7,1973,21531
1,7,1974,21155
1,7,1975,19221
1,7,1976,18527
1,7,1977,19568
1,7,1978,20830
1,7,1979,20314
1,7,1980,19543
1,7,1981,19595
1,7,1982,18217
1,7,1983,17723
1,7,1984,17147
1,7,1985,16840
1,7,1986,17798
1,7,1987,18733
1,7,1988,17804
1,7,1989,17539
1,7,1990,17158
1,7,1991,17656
1,7,1992,18543
1,7,1993,19605
1,7,1994,20450
1,7,1995,22107
1,7,1996,23190
1,7,1997,24917
1,7,1998,24723
1,7,1999,25298
1,7,2000,24553
1,7,2001,24210
1,7,2002,22289
1,7,2003,21068
1,7,2004,20202
1,7,2005,20354
1,7,2006,20297
1,7,2007,21439
1,7,2008,22200
1,7,2009,23753
1,7,2010,24896
1,7,2011,25992
1,7,2012,26304
1,7,2013,27599
1,7,2014,28074
1,7,2015,28764
1,7,2016,29098
1,7,2017,30397
1,7,2018,29359
1,7,2019,29592
1,7,2020,29833
1,7,2021,29859
1,7,2022,29273
1,7,2023,29378
1,8,1968,17501
1,8,1969,18712
1,8,1970,19498
1,8,1971,20509
1,8,1972,22330
1,8,1973,21615
1,8,1974,21315
1,8,1975,20983
1,8,1976,19146
1,8,1977,18528
1,8,1978,19554
1,8,1979,20652
1,8,1980,20111
1,8,1981,19444
1,8,1982,19535
1,8,1983,18152
1,8,1984,17734
1,8,1985,17212
1,8,1986,16861
1,8,1987,17802
1,8,1988,18648
1,8,1989,17750
1,8,1990,17486
1,8,1991,17153
1,8,1992,17676
1,8,1993,18631
1,8,1994,19723
1,8,1995,20495
1,8,1996,22152
1,8,1997,23223
1,8,1998,24966
1,8,1999,24737
1,8,2000,25283
1,8,2001,24511
1,8,2002,24144
1,8,2003,22267
1,8,2004,21013
1,8,2005,20177
1,8,2006,20430
1,8,2007,20423
1,8,2008,21512
1,8,2009,22348
1,8,2010,23841
1,8,2011,25028
1,8,2012,26123
1,8,2013,26453
1,8,2014,27682
1,8,2015,28125
1,8,2016,28886
1,8,2017,29273
1,8,2018,30541
1,8,2019,29509
1,8,2020,29465
1,8,2021,29757
1,8,2022,29847
1,8,2023,29087
1,9,1968,17565
1,9,1969,17637
1,9,1970,18762
1,9,1971,19348
1,9,1972,20240
1,9,1973,22113
1,9,1974,21431
1,9,1975,21172
1,9,1976,20907
1,9,1977,19116
1,9,1978,18423
1,9,1979,19416
1,9,1980,20415
1,9,1981,20033
1,9,1982,19430
1,9,1983,19455
1,9,1984,18161
1,9,1985,17804
1,9,1986,17217
1,9,1987,16864
1,9,1988,17746
1,9,1989,18563
1,9,1990,17698
1,9,1991,17508
1,9,1992,17220
1,9,1993,17778
1,9,1994,18718
1,9,1995,19759
1,9,1996,20559
1,9,1997,22205
1,9,1998,23259
1,9,1999,24994
1,9,2000,24683
1,9,2001,25213
1,9,2002,24428
1,9,2003,24068
1,9,2004,22157
1,9,2005,21000
1,9,2006,20310
1,9,2007,20585
1,9,2008,20571
1,9,2009,21728
1,9,2010,22490
1,9,2011,24028
1,9,2012,25178
1,9,2013,26252
1,9,2014,26589
1,9,2015,27743
1,9,2016,28310
1,9,2017,29163
1,9,2018,29465
1,9,2019,30741
1,9,2020,29460
1,9,2021,29416
1,9,2022,29766
1,9,2023,29688
1,10,1968,17734
1,10,1969,17697
1,10,1970,17749
1,10,1971,18671
1,10,1972,19202
1,10,1973,20073
1,10,1974,21966
1,10,1975,21333
1,10,1976,21190
1,10,1977,20803
1,10,1978,19030
1,10,1979,18326
1,10,1980,19230
1,10,1981,20299
1,10,1982,19976
1,10,1983,19393
1,10,1984,19488
1,10,1985,18261
1,10,1986,17815
1,10,1987,17258
1,10,1988,16863
1,10,1989,17688
1,10,1990,18494
1,10,1991,17656
1,10,1992,17539
1,10,1993,17318
1,10,1994,17890
1,10,1995,18748
1,10,1996,19838
1,10,1997,20689
1,10,1998,22250
1,10,1999,23269
1,10,2000,25013
1,10,2001,24641
1,10,2002,25175
1,10,2003,24402
1,10,2004,23951
1,10,2005,22137
1,10,2006,21081
1,10,2007,20464
1,10,2008,20700
1,10,2009,20775
1,10,2010,21871
1,10,2011,22633
1,10,2012,24206
1,10,2013,25364
1,10,2014,26424
1,10,2015,26721
1,10,2016,27889
1,10,2017,28538
1,10,2018,29459
1,10,2019,29678
1,10,2020,30730
1,10,2021,29454
1,10,2022,29392
1,10,2023,29687
1,11,1968,17994
1,11,1969,17881
1,11,1970,17813
1,11,1971,17713
1,11,1972,18516
1,11,1973,19047
1,11,1974,19983
1,11,1975,21840
1,11,1976,21222
1,11,1977,21139
1,11,1978,20687
1,11,1979,18932
1,11,1980,18194
1,11,1981,19140
1,11,1982,20334
1,11,1983,19966
1,11,1984,19407
1,11,1985,19573
1,11,1986,18326
1,11,1987,17840
1,11,1988,17251
1,11,1989,16849
1,11,1990,17648
1,11,1991,18521
1,11,1992,17698
1,11,1993,17627
1,11,1994,17474
1,11,1995,17955
1,11,1996,18830
1,11,1997,19940
1,11,1998,20794
1,11,1999,22322
1,11,2000,23327
1,11,2001,25026
1,11,2002,24610
1,11,2003,25106
1,11,2004,24372
1,11,2005,23949
1,11,2006,22279
1,11,2007,21278
1,11,2008,20624
1,11,2009,20899
1,11,2010,20935
1,11,2011,22055
1,11,2012,22855
1,11,2013,24429
1,11,2014,25486
1,11,2015,26538
1,11,2016,26860
1,11,2017,28167
1,11,2018,28748
1,11,2019,29679
1,11,2020,29691
1,11,2021,30723
1,11,2022,29468
1,11,2023,29324
1,12,1968,17948
1,12,1969,18131
1,12,1970,17958
1,12,1971,17768
1,12,1972,17573
1,12,1973,18398
1,12,1974,18941
1,12,1975,19935
1,12,1976,21875
1,12,1977,21178
1,12,1978,21048
1,12,1979,20601
1,12,1980,18829
1,12,1981,18151
1,12,1982,19157
1,12,1983,20278
1,12,1984,19978
1,12,1985,19493
1,12,1986,19626
1,12,1987,18300
1,12,1988,17787
1,12,1989,17213
1,12,1990,16803
1,12,1991,17689
1,12,1992,18542
1,12,1993,17779
1,12,1994,17719
1,12,1995,17534
1,12,1996,18079
1,12,1997,18906
1,12,1998,20044
1,12,1999,20849
1,12,2000,22427
1,12,2001,23321
1,12,2002,25005
1,12,2003,24566
1,12,2004,25068
1,12,2005,24381
1,12,2006,24125
1,12,2007,22450
1,12,2008,21451
1,12,2009,20824
1,12,2010,21080
1,12,2011,21117
1,12,2012,22305
1,12,2013,23063
1,12,2014,24597
1,12,2015,25671
1,12,2016,26725
1,12,2017,27109
1,12,2018,28385
1,12,2019,28956
1,12,2020,29725
1,12,2021,29724
1,12,2022,30730
1,12,2023,29406
1,13,1968,17390
1,13,1969,18035
1,13,1970,18245
1,13,1971,17949
1,13,1972,17667
1,13,1973,17489
1,13,1974,18337
1,13,1975,18897
1,13,1976,19888
1,13,1977,21904
1,13,1978,21100
1,13,1979,20926
1,13,1980,20487
1,13,1981,18800
1,13,1982,18188
1,13,1983,19160
1,13,1984,20310
1,13,1985,20081
1,13,1986,19547
1,13,1987,19663
1,13,1988,18275
1,13,1989,17734
1,13,1990,17206
1,13,1991,16795
1,13,1992,17711
1,13,1993,18656
1,13,1994,17895
1,13,1995,17765
1,13,1996,17624
1,13,1997,18199
1,13,1998,19031
1,13,1999,20142
1,13,2000,20939
1,13,2001,22543
1,13,2002,23327
1,13,2003,24983
1,13,2004,24552
1,13,2005,25101
1,13,2006,24532
1,13,2007,24273
1,13,2008,22612
1,13,2009,21678
1,13,2010,21006
1,13,2011,21293
1,13,2012,21331
1,13,2013,22531
1,13,2014,23312
1,13,2015,24800
1,13,2016,25938
1,13,2017,26972
1,13,2018,27359
1,13,2019,28592
1,13,2020,29010
1,13,2021,29766
1,13,2022,29810
1,13,2023,30721
1,14,1968,16883
1,14,1969,17495
1,14,1970,18154
1,14,1971,18203
1,14,1972,17861
1,14,1973,17574
1,14,1974,17408
1,14,1975,18249
1,14,1976,18867
1,14,1977,19879
1,14,1978,21856
1,14,1979,21048
1,14,1980,20885
1,14,1981,20450
1,14,1982,18834
1,14,1983,18142
1,14,1984,19235
1,14,1985,20391
1,14,1986,20146
1,14,1987,19601
1,14,1988,19713
1,14,1989,18309
1,14,1990,17711
1,14,1991,17223
1,14,1992,16843
1,14,1993,17765
1,14,1994,18756
1,14,1995,17956
1,14,1996,17830
1,14,1997,17719
1,14,1998,18326
1,14,1999,19191
1,14,2000,20240
1,14,2001,21018
1,14,2002,22574
1,14,2003,23372
1,14,2004,24988
1,14,2005,24613
1,14,2006,25265
1,14,2007,24740
1,14,2008,24443
1,14,2009,22836
1,14,2010,21864
1,14,2011,21257
1,14,2012,21559
1,14,2013,21599
1,14,2014,22760
1,14,2015,23538
1,14,2016,25040
1,14,2017,26201
1,14,2018,27266
1,14,2019,27572
1,14,2020,28659
1,14,2021,29079
1,14,2022,29804
1,14,2023,29884
1,15,1968,17572
1,15,1969,17031
1,15,1970,17626
1,15,1971,18173
1,15,1972,18109
1,15,1973,17764
1,15,1974,17546
1,15,1975,17403
1,15,1976,18254
1,15,1977,18901
1,15,1978,19849
1,15,1979,21819
1,15,1980,20961
1,15,1981,20828
1,15,1982,20462
1,15,1983,18807
1,15,1984,18196
1,15,1985,19295
1,15,1986,20471
1,15,1987,20235
1,15,1988,19585
1,15,1989,19711
1,15,1990,18319
1,15,1991,17753
1,15,1992,17273
1,15,1993,16924
1,15,1994,17897
1,15,1995,18820
1,15,1996,18053
1,15,1997,17940
1,15,1998,17856
1,15,1999,18439
1,15,2000,19305
1,15,2001,20358
1,15,2002,21054
1,15,2003,22612
1,15,2004,23425
1,15,2005,25067
1,15,2006,24818
1,15,2007,25461
1,15,2008,24945
1,15,2009,24730
1,15,2010,23097
1,15,2011,22121
1,15,2012,21553
1,15,2013,21819
1,15,2014,21857
1,15,2015,23072
1,15,2016,23823
1,15,2017,25363
1,15,2018,26404
1,15,2019,27466
1,15,2020,27692
1,15,2021,28793
1,15,2022,29210
1,15,2023,29855
1,16,1968,17725
1,16,1969,17921
1,16,1970,17314
1,16,1971,17717
1,16,1972,18151
1,16,1973,18069
1,16,1974,17738
1,16,1975,17604
1,16,1976,17487
1,16,1977,18396
1,16,1978,18948
1,16,1979,19878
1,16,1980,21851
1,16,1981,21057
1,16,1982,20880
1,16,1983,20534
1,16,1984,18944
1,16,1985,18356
1,16,1986,19382
1,16,1987,20625
1,16,1988,20359
1,16,1989,19713
1,16,1990,19748
1,16,1991,18354
1,16,1992,17832
1,16,1993,17375
1,16,1994,17074
1,16,1995,18008
1,16,1996,18958
1,16,1997,18226
1,16,1998,18144
1,16,1999,18001
1,16,2000,18663
1,16,2001,19465
1,16,2002,20472
1,16,2003,21149
1,16,2004,22718
1,16,2005,23571
1,16,2006,25306
1,16,2007,25132
1,16,2008,25746
1,16,2009,25321
1,16,2010,25086
1,16,2011,23512
1,16,2012,22573
1,16,2013,21936
1,16,2014,22251
1,16,2015,22291
1,16,2016,23544
1,16,2017,24302
1,16,2018,25715
1,16,2019,26691
1,16,2020,27649
1,16,2021,27873
1,16,2022,28935
1,16,2023,29326
3,0,1968,3523
3,0,1969,3384
3,0,1970,3427
3,0,1971,3745
3,0,1972,3661
3,0,1973,3538
3,0,1974,3572
3,0,1975,3343
3,0,1976,3120
3,0,1977,3055
3,0,1978,2967
3,0,1979,3148
3,0,1980,3274
3,0,1981,3066
3,0,1982,3026
3,0,1983,3076
3,0,1984,3075
3,0,1985,3431
3,0,1986,3526
3,0,1987,3626
3,0,1988,3766
3,0,1989,4015
3,0,1990,4217
3,0,1991,4345
3,0,1992,4188
3,0,1993,4121
3,0,1994,4097
3,0,1995,3662
3,0,1996,3253
3,0,1997,3123
3,0,1998,3093
3,0,1999,2939
3,0,2000,3104
3,0,2001,3198
3,0,2002,3330
3,0,2003,3459
3,0,2004,3648
3,0,2005,3513
3,0,2006,3781
3,0,2007,3857
3,0,2008,4091
3,0,2009,3985
3,0,2010,4157
3,0,2011,3978
3,0,2012,4110
3,0,2013,3943
3,0,2014,4064
3,0,2015,4215
3,0,2016,4331
3,0,2017,4217
3,0,2018,4311
3,0,2019,4324
3,0,2020,4163
3,0,2021,4310
3,0,2022,4003
3,0,2023,3865
3,1,1968,3552
3,1,1969,3497
3,1,1970,3369
3,1,1971,3420
3,1,1972,3719
3,1,1973,3608
3,1,1974,3511
3,1,1975,3540
3,1,1976,3341
3,1,1977,3155
3,1,1978,3079
3,1,1979,2970
3,1,1980,3129
3,1,1981,3319
3,1,1982,3061
3,1,1983,3027
3,1,1984,3071
3,1,1985,3118
3,1,1986,3451
3,1,1987,3578
3,1,1988,3631
3,1,1989,3818
3,1,1990,4076
3,1,1991,4284
3,1,1992,4373
3,1,1993,4237
3,1,1994,4111
3,1,1995,4076
3,1,1996,3674
3,1,1997,3253
3,1,1998,3118
3,1,1999,3134
3,1,2000,2988
3,1,2001,3137
3,1,2002,3250
3,1,2003,3375
3,1,2004,3496
3,1,2005,3691
3,1,2006,3641
3,1,2007,3864
3,1,2008,3914
3,1,2009,4184
3,1,2010,4057
3,1,2011,4218
3,1,2012,4077
3,1,2013,4191
3,1,2014,4012
3,1,2015,4197
3,1,2016,4415
3,1,2017,4508
3,1,2018,4368
3,1,2019,4447
3,1,2020,4409
3,1,2021,4304
3,1,2022,4395
3,1,2023,4083
3,2,1968,3527
3,2,1969,3533
3,2,1970,3464
3,2,1971,3355
3,2,1972,3352
3,2,1973,3682
3,2,1974,3599
3,2,1975,3438
3,2,1976,3564
3,2,1977,3379
3,2,1978,3178
3,2,1979,3085
3,2,1980,2954
3,2,1981,3116
3,2,1982,3308
3,2,1983,3023
3,2,1984,3011
3,2,1985,3097
3,2,1986,3133
3,2,1987,3465
3,2,1988,3575
3,2,1989,3666
3,2,1990,3853
3,2,1991,4113
3,2,1992,4302
3,2,1993,4378
3,2,1994,4257
3,2,1995,4039
3,2,1996,4025
3,2,1997,3663
3,2,1998,3229
3,2,1999,3141
3,2,2000,3129
3,2,2001,3023
3,2,2002,3160
3,2,2003,3277
3,2,2004,3424
3,2,2005,3524
3,2,2006,3817
3,2,2007,3675
3,2,2008,3928
3,2,2009,3961
3,2,2010,4192
3,2,2011,4093
3,2,2012,4239
3,2,2013,4089
3,2,2014,4248
3,2,2015,4097
3,2,2016,4351
3,2,2017,4596
3,2,2018,4599
3,2,2019,4484
3,2,2020,4493
3,2,2021,4505
3,2,2022,4351
3,2,2023,4467
3,3,1968,3579
3,3,1969,3572
3,3,1970,3552
3,3,1971,3468
3,3,1972,3318
3,3,1973,3333
3,3,1974,3679
3,3,1975,3584
3,3,1976,3480
3,3,1977,3566
3,3,1978,3418
3,3,1979,3196
3,3,1980,3085
3,3,1981,2954
3,3,1982,3146
3,3,1983,3282
3,3,1984,3013
3,3,1985,3036
3,3,1986,3131
3,3,1987,3153
3,3,1988,3480
3,3,1989,3618
3,3,1990,3675
3,3,1991,3899
3,3,1992,4128
3,3,1993,4346
3,3,1994,4389
3,3,1995,4254
3,3,1996,4034
3,3,1997,4020
3,3,1998,3681
3,3,1999,3240
3,3,2000,3189
3,3,2001,3157
3,3,2002,3046
3,3,2003,3164
3,3,2004,3306
3,3,2005,3436
3,3,2006,3669
3,3,2007,3873
3,3,2008,3706
3,3,2009,3952
3,3,2010,3984
3,3,2011,4186
3,3,2012,4137
3,3,2013,4287
3,3,2014,4120
3,3,2015,4354
3,3,2016,4231
3,3,2017,4468
3,3,2018,4707
3,3,2019,4695
3,3,2020,4537
3,3,2021,4597
3,3,2022,4590
3,3,2023,4381
3,4,1968,3617
3,4,1969,3598
3,4,1970,3566
3,4,1971,3548
3,4,1972,3463
3,4,1973,3332
3,4,1974,3313
3,4,1975,3656
3,4,1976,3619
3,4,1977,3524
3,4,1978,3568
3,4,1979,3437
3,4,1980,3175
3,4,1981,3113
3,4,1982,2959
3,4,1983,3134
3,4,1984,3277
3,4,1985,3052
3,4,1986,3062
3,4,1987,3160
3,4,1988,3162
3,4,1989,3554
3,4,1990,3665
3,4,1991,3740
3,4,1992,3909
3,4,1993,4144
3,4,1994,4361
3,4,1995,4354
3,4,1996,4230
3,4,1997,4012
3,4,1998,4020
3,4,1999,3699
3,4,2000,3266
3,4,2001,3213
3,4,2002,3148
3,4,2003,3082
3,4,2004,3181
3,4,2005,3313
3,4,2006,3562
3,4,2007,3692
3,4,2008,3906
3,4,2009,3778
3,4,2010,3975
3,4,2011,4031
3,4,2012,4228
3,4,2013,4151
3,4,2014,4317
3,4,2015,4164
3,4,2016,4462
3,4,2017,4326
3,4,2018,4567
3,4,2019,4826
3,4,2020,4743
3,4,2021,4631
3,4,2022,4681
3,4,2023,4608
3,5,1968,3124
3,5,1969,3644
3,5,1970,3579
3,5,1971,3591
3,5,1972,3571
3,5,1973,3491
3,5,1974,3312
3,5,1975,3324
3,5,1976,3672
3,5,1977,3636
3,5,1978,3542
3,5,1979,3556
3,5,1980,3447
3,5,1981,3193
3,5,1982,3105
3,5,1983,2940
3,5,1984,3149
3,5,1985,3276
3,5,1986,3076
3,5,1987,3084
3,5,1988,3177
3,5,1989,3212
3,5,1990,3580
3,5,1991,3703
3,5,1992,3768
3,5,1993,3938
3,5,1994,4185
3,5,1995,4360
3,5,1996,4331
3,5,1997,4245
3,5,1998,4006
3,5,1999,4048
3,5,2000,3716
3,5,2001,3307
3,5,2002,3234
3,5,2003,3181
3,5,2004,3102
3,5,2005,3191
3,5,2006,3469
3,5,2007,3601
3,5,2008,3741
3,5,2009,3931
3,5,2010,3783
3,5,2011,3977
3,5,2012,4041
3,5,2013,4245
3,5,2014,4194
3,5,2015,4395
3,5,2016,4261
3,5,2017,4601
3,5,2018,4431
3,5,2019,4663
3,5,2020,4895
3,5,2021,4819
3,5,2022,4683
3,5,2023,4712
3,6,1968,2949
3,6,1969,3189
3,6,1970,3637
3,6,1971,3571
3,6,1972,3568
3,6,1973,3587
3,6,1974,3492
3,6,1975,3311
3,6,1976,3340
3,6,1977,3705
3,6,1978,3661
3,6,1979,3556
3,6,1980,3550
3,6,1981,3455
3,6,1982,3199
3,6,1983,3090
3,6,1984,2937
3,6,1985,3172
3,6,1986,3313
3,6,1987,3112
3,6,1988,3099
3,6,1989,3224
3,6,1990,3232
3,6,1991,3641
3,6,1992,3739
3,6,1993,3775
3,6,1994,3966
3,6,1995,4213
3,6,1996,4340
3,6,1997,4345
3,6,1998,4253
3,6,1999,4015
3,6,2000,4062
3,6,2001,3711
3,6,2002,3316
3,6,2003,3239
3,6,2004,3197
3,6,2005,3095
3,6,2006,3350
3,6,2007,3491
3,6,2008,3629
3,6,2009,3778
3,6,2010,3944
3,6,2011,3798
3,6,2012,3995
3,6,2013,4060
3,6,2014,4285
3,6,2015,4255
3,6,2016,4511
3,6,2017,4383
3,6,2018,4715
3,6,2019,4532
3,6,2020,4692
3,6,2021,4960
3,6,2022,4870
3,6,2023,4689
3,7,1968,2859
3,7,1969,2969
3,7,1970,3197
3,7,1971,3644
3,7,1972,3605
3,7,1973,3553
3,7,1974,3573
3,7,1975,3494
3,7,1976,3349
3,7,1977,3384
3,7,1978,3751
3,7,1979,3648
3,7,1980,3546
3,7,1981,3546
3,7,1982,3445
3,7,1983,3176
3,7,1984,3089
3,7,1985,2973
3,7,1986,3202
3,7,1987,3330
3,7,1988,3109
3,7,1989,3142
3,7,1990,3268
3,7,1991,3289
3,7,1992,3662
3,7,1993,3776
3,7,1994,3818
3,7,1995,3955
3,7,1996,4206
3,7,1997,4346
3,7,1998,4365
3,7,1999,4259
3,7,2000,4008
3,7,2001,4100
3,7,2002,3731
3,7,2003,3328
3,7,2004,3258
3,7,2005,3203
3,7,2006,3232
3,7,2007,3368
3,7,2008,3506
3,7,2009,3661
3,7,2010,3792
3,7,2011,3957
3,7,2012,3820
3,7,2013,4024
3,7,2014,4080
3,7,2015,4352
3,7,2016,4314
3,7,2017,4631
3,7,2018,4478
3,7,2019,4782
3,7,2020,4576
3,7,2021,4742
