Region,Age,Year,Population
5,5,1986,4495
5,5,1987,4373
5,5,1988,4390
5,5,1989,4356
5,5,1990,4802
5,5,1991,5027
5,5,1992,5084
5,5,1993,5462
5,5,1994,5585
5,5,1995,6065
5,5,1996,5957
5,5,1997,5802
5,5,1998,5594
5,5,1999,5227
5,5,2000,4869
5,5,2001,4509
5,5,2002,4255
5,5,2003,4095
5,5,2004,4088
5,5,2005,4201
5,5,2006,4142
5,5,2007,4425
5,5,2008,4573
5,5,2009,4611
5,5,2010,4703
5,5,2011,4865
5,5,2012,4921
5,5,2013,4989
5,5,2014,5216
5,5,2015,5280
5,5,2016,5174
5,5,2017,5538
5,5,2018,5494
5,5,2019,5524
5,5,2020,5566
5,5,2021,5658
5,5,2022,5261
5,5,2023,5225
5,6,1968,5004
5,6,1969,5339
5,6,1970,5848
5,6,1971,5976
5,6,1972,5976
5,6,1973,5877
5,6,1974,5352
5,6,1975,5106
5,6,1976,5378
5,6,1977,5519
5,6,1978,5399
5,6,1979,5405
5,6,1980,5541
5,6,1981,5052
5,6,1982,4879
5,6,1983,4716
5,6,1984,4497
5,6,1985,4644
5,6,1986,4757
5,6,1987,4514
5,6,1988,4411
5,6,1989,4427
5,6,1990,4402
5,6,1991,4845
5,6,1992,5055
5,6,1993,5132
5,6,1994,5574
5,6,1995,5589
5,6,1996,6048
5,6,1997,5945
5,6,1998,5760
5,6,1999,5608
5,6,2000,5256
5,6,2001,4914
5,6,2002,4528
5,6,2003,4277
5,6,2004,4109
5,6,2005,4084
5,6,2006,4258
5,6,2007,4167
5,6,2008,4487
5,6,2009,4631
5,6,2010,4630
5,6,2011,4741
5,6,2012,4920
5,6,2013,5003
5,6,2014,5086
5,6,2015,5287
5,6,2016,5383
5,6,2017,5272
5,6,2018,5582
5,6,2019,5511
5,6,2020,5514
5,6,2021,5577
5,6,2022,5673
5,6,2023,5247
5,7,1968,4897
5,7,1969,5047
5,7,1970,5417
5,7,1971,5894
5,7,1972,5978
5,7,1973,5950
5,7,1974,5835
5,7,1975,5366
5,7,1976,5136
5,7,1977,5394
5,7,1978,5530
5,7,1979,5404
5,7,1980,5401
5,7,1981,5526
5,7,1982,5044
5,7,1983,4881
5,7,1984,4767
5,7,1985,4505
5,7,1986,4645
5,7,1987,4784
5,7,1988,4546
5,7,1989,4456
5,7,1990,4480
5,7,1991,4450
5,7,1992,4856
5,7,1993,5087
5,7,1994,5211
5,7,1995,5586
5,7,1996,5561
5,7,1997,6052
5,7,1998,5905
5,7,1999,5767
5,7,2000,5615
5,7,2001,5273
5,7,2002,4947
5,7,2003,4565
5,7,2004,4297
5,7,2005,4115
5,7,2006,4140
5,7,2007,4327
5,7,2008,4208
5,7,2009,4540
5,7,2010,4663
5,7,2011,4652
5,7,2012,4791
5,7,2013,5022
5,7,2014,5062
5,7,2015,5159
5,7,2016,5371
5,7,2017,5483
5,7,2018,5304
5,7,2019,5600
5,7,2020,5525
5,7,2021,5547
5,7,2022,5594
5,7,2023,5665
5,8,1968,4854
5,8,1969,4946
5,8,1970,5071
5,8,1971,5407
5,8,1972,5866
5,8,1973,5951
5,8,1974,5937
5,8,1975,5835
5,8,1976,5394
5,8,1977,5180
5,8,1978,5390
5,8,1979,5508
5,8,1980,5414
5,8,1981,5421
5,8,1982,5502
5,8,1983,5036
5,8,1984,4877
5,8,1985,4764
5,8,1986,4508
5,8,1987,4655
5,8,1988,4793
5,8,1989,4585
5,8,1990,4479
5,8,1991,4512
5,8,1992,4444
5,8,1993,4889
5,8,1994,5151
5,8,1995,5221
5,8,1996,5568
5,8,1997,5536
5,8,1998,6037
5,8,1999,5914
5,8,2000,5808
5,8,2001,5631
5,8,2002,5292
5,8,2003,4987
5,8,2004,4591
5,8,2005,4309
5,8,2006,4149
5,8,2007,4171
5,8,2008,4363
5,8,2009,4268
5,8,2010,4566
5,8,2011,4663
5,8,2012,4685
5,8,2013,4874
5,8,2014,5083
5,8,2015,5116
5,8,2016,5251
5,8,2017,5455
5,8,2018,5558
5,8,2019,5339
5,8,2020,5613
5,8,2021,5542
5,8,2022,5574
5,8,2023,5571
5,9,1968,4947
5,9,1969,4894
5,9,1970,5017
5,9,1971,5061
5,9,1972,5389
5,9,1973,5872
5,9,1974,5930
5,9,1975,5937
5,9,1976,5864
5,9,1977,5400
5,9,1978,5193
5,9,1979,5403
5,9,1980,5522
5,9,1981,5424
5,9,1982,5392
5,9,1983,5487
5,9,1984,5035
5,9,1985,4866
5,9,1986,4775
5,9,1987,4531
5,9,1988,4654
5,9,1989,4819
5,9,1990,4623
5,9,1991,4493
5,9,1992,4535
5,9,1993,4497
5,9,1994,4981
5,9,1995,5167
5,9,1996,5201
5,9,1997,5558
5,9,1998,5529
5,9,1999,6040
5,9,2000,5922
5,9,2001,5827
5,9,2002,5642
5,9,2003,5335
5,9,2004,5003
5,9,2005,4610
5,9,2006,4333
5,9,2007,4196
5,9,2008,4230
5,9,2009,4415
5,9,2010,4298
5,9,2011,4579
5,9,2012,4691
5,9,2013,4791
5,9,2014,4937
5,9,2015,5142
5,9,2016,5185
5,9,2017,5332
5,9,2018,5541
5,9,2019,5598
5,9,2020,5339
5,9,2021,5666
5,9,2022,5546
5,9,2023,5539
5,10,1968,5133
5,10,1969,4994
5,10,1970,4945
5,10,1971,5016
5,10,1972,5055
5,10,1973,5358
5,10,1974,5851
5,10,1975,5931
5,10,1976,5980
5,10,1977,5868
5,10,1978,5423
5,10,1979,5196
5,10,1980,5422
5,10,1981,5531
5,10,1982,5391
5,10,1983,5392
5,10,1984,5497
5,10,1985,5047
5,10,1986,4886
5,10,1987,4784
5,10,1988,4532
5,10,1989,4700
5,10,1990,4847
5,10,1991,4642
5,10,1992,4517
5,10,1993,4569
5,10,1994,4587
5,10,1995,5006
5,10,1996,5160
5,10,1997,5188
5,10,1998,5541
5,10,1999,5524
5,10,2000,6056
5,10,2001,5957
5,10,2002,5837
5,10,2003,5662
5,10,2004,5369
5,10,2005,5035
5,10,2006,4633
5,10,2007,4382
5,10,2008,4250
5,10,2009,4282
5,10,2010,4453
5,10,2011,4323
5,10,2012,4627
5,10,2013,4780
5,10,2014,4876
5,10,2015,5002
5,10,2016,5215
5,10,2017,5261
5,10,2018,5421
5,10,2019,5576
5,10,2020,5636
5,10,2021,5362
5,10,2022,5699
5,10,2023,5526
5,11,1968,4995
5,11,1969,5167
5,11,1970,5048
5,11,1971,4952
5,11,1972,5039
5,11,1973,5063
5,11,1974,5324
5,11,1975,5859
5,11,1976,5949
5,11,1977,6013
5,11,1978,5874
5,11,1979,5429
5,11,1980,5209
5,11,1981,5428
5,11,1982,5519
5,11,1983,5379
5,11,1984,5387
5,11,1985,5501
5,11,1986,5056
5,11,1987,4876
5,11,1988,4775
5,11,1989,4552
5,11,1990,4727
5,11,1991,4872
5,11,1992,4657
5,11,1993,4565
5,11,1994,4646
5,11,1995,4607
5,11,1996,5009
5,11,1997,5164
5,11,1998,5173
5,11,1999,5528
5,11,2000,5532
5,11,2001,6081
5,11,2002,5990
5,11,2003,5862
5,11,2004,5686
5,11,2005,5383
5,11,2006,5071
5,11,2007,4671
5,11,2008,4417
5,11,2009,4302
5,11,2010,4315
5,11,2011,4470
5,11,2012,4365
5,11,2013,4695
5,11,2014,4859
5,11,2015,4935
5,11,2016,5099
5,11,2017,5297
5,11,2018,5340
5,11,2019,5464
5,11,2020,5613
5,11,2021,5688
5,11,2022,5379
5,11,2023,5687
5,12,1968,5078
5,12,1969,5020
5,12,1970,5225
5,12,1971,5032
5,12,1972,4950
5,12,1973,5039
5,12,1974,5063
5,12,1975,5311
5,12,1976,5874
5,12,1977,5961
5,12,1978,6027
5,12,1979,5862
5,12,1980,5406
5,12,1981,5215
5,12,1982,5434
5,12,1983,5516
5,12,1984,5384
5,12,1985,5408
5,12,1986,5494
5,12,1987,5068
5,12,1988,4889
5,12,1989,4800
5,12,1990,4582
5,12,1991,4748
5,12,1992,4898
5,12,1993,4691
5,12,1994,4617
5,12,1995,4654
5,12,1996,4594
5,12,1997,5007
5,12,1998,5182
5,12,1999,5178
5,12,2000,5526
5,12,2001,5569
5,12,2002,6089
5,12,2003,6035
5,12,2004,5875
5,12,2005,5708
5,12,2006,5418
5,12,2007,5129
5,12,2008,4727
5,12,2009,4483
5,12,2010,4315
5,12,2011,4338
5,12,2012,4516
5,12,2013,4441
5,12,2014,4738
5,12,2015,4911
5,12,2016,5034
5,12,2017,5180
5,12,2018,5352
5,12,2019,5400
5,12,2020,5476
5,12,2021,5661
5,12,2022,5716
5,12,2023,5373
5,13,1968,5116
5,13,1969,5110
5,13,1970,5062
5,13,1971,5211
5,13,1972,5019
5,13,1973,4939
5,13,1974,5012
5,13,1975,5062
5,13,1976,5320
5,13,1977,5879
5,13,1978,5975
5,13,1979,6039
5,13,1980,5899
5,13,1981,5392
5,13,1982,5211
5,13,1983,5429
5,13,1984,5519
5,13,1985,5403
5,13,1986,5392
5,13,1987,5488
5,13,1988,5071
5,13,1989,4897
5,13,1990,4805
5,13,1991,4595
5,13,1992,4774
5,13,1993,4951
5,13,1994,4745
5,13,1995,4612
5,13,1996,4639
5,13,1997,4564
5,13,1998,4990
5,13,1999,5187
5,13,2000,5197
5,13,2001,5544
5,13,2002,5588
5,13,2003,6128
5,13,2004,6049
5,13,2005,5885
5,13,2006,5746
5,13,2007,5467
5,13,2008,5168
5,13,2009,4798
5,13,2010,4499
5,13,2011,4341
5,13,2012,4369
5,13,2013,4598
5,13,2014,4505
5,13,2015,4778
5,13,2016,5004
5,13,2017,5114
5,13,2018,5258
5,13,2019,5401
5,13,2020,5438
5,13,2021,5517
5,13,2022,5667
5,13,2023,5722
5,14,1968,5031
5,14,1969,5146
5,14,1970,5157
5,14,1971,5075
5,14,1972,5194
5,14,1973,5029
5,14,1974,4953
5,14,1975,5018
5,14,1976,5086
5,14,1977,5335
5,14,1978,5885
5,14,1979,5986
5,14,1980,6031
5,14,1981,5890
5,14,1982,5385
5,14,1983,5224
5,14,1984,5430
5,14,1985,5535
5,14,1986,5414
5,14,1987,5432
5,14,1988,5497
5,14,1989,5096
5,14,1990,4933
5,14,1991,4826
5,14,1992,4600
5,14,1993,4806
5,14,1994,5022
5,14,1995,4768
5,14,1996,4615
5,14,1997,4625
5,14,1998,4553
5,14,1999,4974
5,14,2000,5192
5,14,2001,5221
5,14,2002,5582
5,14,2003,5594
5,14,2004,6145
5,14,2005,6078
5,14,2006,5919
5,14,2007,5771
5,14,2008,5527
5,14,2009,5209
5,14,2010,4823
5,14,2011,4517
5,14,2012,4371
5,14,2013,4432
5,14,2014,4673
5,14,2015,4569
5,14,2016,4863
5,14,2017,5074
5,14,2018,5189
5,14,2019,5307
5,14,2020,5420
5,14,2021,5472
5,14,2022,5537
5,14,2023,5664
5,15,1968,5210
5,15,1969,5074
5,15,1970,5199
5,15,1971,5167
5,15,1972,5054
5,15,1973,5190
5,15,1974,5032
5,15,1975,4962
5,15,1976,5026
5,15,1977,5126
5,15,1978,5354
5,15,1979,5884
5,15,1980,6009
5,15,1981,6034
5,15,1982,5900
5,15,1983,5386
5,15,1984,5227
5,15,1985,5435
5,15,1986,5551
5,15,1987,5414
5,15,1988,5439
5,15,1989,5516
5,15,1990,5097
5,15,1991,4941
5,15,1992,4853
5,15,1993,4641
5,15,1994,4866
5,15,1995,5048
5,15,1996,4770
5,15,1997,4631
5,15,1998,4631
5,15,1999,4563
5,15,2000,4987
5,15,2001,5207
5,15,2002,5240
5,15,2003,5618
5,15,2004,5612
5,15,2005,6148
5,15,2006,6120
5,15,2007,5968
5,15,2008,5799
5,15,2009,5591
5,15,2010,5254
5,15,2011,4832
5,15,2012,4529
5,15,2013,4463
5,15,2014,4483
5,15,2015,4770
5,15,2016,4679
5,15,2017,4949
5,15,2018,5120
5,15,2019,5239
5,15,2020,5343
5,15,2021,5470
5,15,2022,5512
5,15,2023,5541
5,16,1968,5205
5,16,1969,5277
5,16,1970,5117
5,16,1971,5203
5,16,1972,5155
5,16,1973,5057
5,16,1974,5175
5,16,1975,5048
5,16,1976,4956
5,16,1977,5040
5,16,1978,5103
5,16,1979,5358
5,16,1980,5884
5,16,1981,6008
5,16,1982,6045
5,16,1983,5890
5,16,1984,5395
5,16,1985,5236
5,16,1986,5435
5,16,1987,5549
5,16,1988,5421
5,16,1989,5463
5,16,1990,5538
5,16,1991,5123
5,16,1992,4972
5,16,1993,4896
5,16,1994,4703
5,16,1995,4891
5,16,1996,5053
5,16,1997,4765
5,16,1998,4617
5,16,1999,4634
5,16,2000,4567
5,16,2001,5034
5,16,2002,5228
5,16,2003,5275
5,16,2004,5664
5,16,2005,5601
5,16,2006,6187
5,16,2007,6156
5,16,2008,6052
5,16,2009,5886
5,16,2010,5653
5,16,2011,5303
5,16,2012,4904
5,16,2013,4657
5,16,2014,4550
5,16,2015,4597
5,16,2016,4870
5,16,2017,4792
5,16,2018,5033
5,16,2019,5151
5,16,2020,5269
5,16,2021,5409
5,16,2022,5505
5,16,2023,5516
6,0,1968,4415
6,0,1969,4296
6,0,1970,4374
6,0,1971,4491
6,0,1972,4333
6,0,1973,4312
6,0,1974,4266
6,0,1975,3988
6,0,1976,3942
6,0,1977,3973
6,0,1978,3679
6,0,1979,3822
6,0,1980,3777
6,0,1981,3579
6,0,1982,3594
6,0,1983,3716
6,0,1984,3678
6,0,1985,3850
6,0,1986,3916
6,0,1987,3974
6,0,1988,4318
6,0,1989,4342
6,0,1990,4718
6,0,1991,4820
6,0,1992,4730
6,0,1993,4576
6,0,1994,4174
6,0,1995,3853
6,0,1996,3507
6,0,1997,3351
6,0,1998,3400
6,0,1999,3196
6,0,2000,3269
6,0,2001,3370
6,0,2002,3526
6,0,2003,3551
6,0,2004,3705
6,0,2005,3610
6,0,2006,3696
6,0,2007,3754
6,0,2008,3824
6,0,2009,3861
6,0,2010,3986
6,0,2011,4036
6,0,2012,3934
6,0,2013,3929
6,0,2014,4081
6,0,2015,4130
6,0,2016,4247
6,0,2017,4148
6,0,2018,4236
6,0,2019,4141
6,0,2020,4191
6,0,2021,4054
6,0,2022,3750
6,0,2023,3606
6,1,1968,4789
6,1,1969,4634
6,1,1970,4394
6,1,1971,4394
6,1,1972,4529
6,1,1973,4322
6,1,1974,4414
6,1,1975,4350
6,1,1976,4083
6,1,1977,4067
6,1,1978,4033
6,1,1979,3740
6,1,1980,3892
6,1,1981,3861
6,1,1982,3585
6,1,1983,3638
6,1,1984,3761
6,1,1985,3729
6,1,1986,3918
6,1,1987,4020
6,1,1988,4037
6,1,1989,4400
6,1,1990,4441
6,1,1991,4773
6,1,1992,4816
6,1,1993,4761
6,1,1994,4560
6,1,1995,4226
6,1,1996,3878
6,1,1997,3523
6,1,1998,3391
6,1,1999,3435
6,1,2000,3284
6,1,2001,3301
6,1,2002,3420
6,1,2003,3600
6,1,2004,3614
6,1,2005,3764
6,1,2006,3698
6,1,2007,3803
6,1,2008,3781
6,1,2009,3870
6,1,2010,3921
6,1,2011,4056
6,1,2012,4086
6,1,2013,4008
6,1,2014,4014
6,1,2015,4201
6,1,2016,4254
6,1,2017,4401
6,1,2018,4234
6,1,2019,4292
6,1,2020,4234
6,1,2021,4288
6,1,2022,4143
6,1,2023,3778
6,2,1968,4821
6,2,1969,4858
6,2,1970,4701
6,2,1971,4383
6,2,1972,4414
6,2,1973,4559
6,2,1974,4359
6,2,1975,4444
6,2,1976,4406
6,2,1977,4135
6,2,1978,4070
6,2,1979,4047
6,2,1980,3813
6,2,1981,3897
6,2,1982,3876
6,2,1983,3614
6,2,1984,3643
6,2,1985,3789
6,2,1986,3791
6,2,1987,3973
6,2,1988,4070
6,2,1989,4107
6,2,1990,4441
6,2,1991,4474
6,2,1992,4789
6,2,1993,4835
6,2,1994,4775
6,2,1995,4559
6,2,1996,4234
6,2,1997,3880
6,2,1998,3579
6,2,1999,3429
6,2,2000,3513
6,2,2001,3342
6,2,2002,3328
6,2,2003,3455
6,2,2004,3634
6,2,2005,3654
6,2,2006,3807
6,2,2007,3735
6,2,2008,3848
6,2,2009,3820
6,2,2010,3910
6,2,2011,3960
6,2,2012,4107
6,2,2013,4150
6,2,2014,4086
6,2,2015,4118
6,2,2016,4294
6,2,2017,4342
6,2,2018,4448
6,2,2019,4277
6,2,2020,4361
6,2,2021,4274
6,2,2022,4352
6,2,2023,4182
6,3,1968,4768
6,3,1969,4881
6,3,1970,4886
6,3,1971,4711
6,3,1972,4392
6,3,1973,4436
6,3,1974,4623
6,3,1975,4393
6,3,1976,4453
6,3,1977,4440
6,3,1978,4136
6,3,1979,4094
6,3,1980,4069
6,3,1981,3832
6,3,1982,3885
6,3,1983,3877
6,3,1984,3621
6,3,1985,3693
6,3,1986,3817
6,3,1987,3826
6,3,1988,4030
6,3,1989,4134
6,3,1990,4173
6,3,1991,4455
6,3,1992,4487
6,3,1993,4859
6,3,1994,4884
6,3,1995,4789
6,3,1996,4562
6,3,1997,4268
6,3,1998,3928
6,3,1999,3621
6,3,2000,3472
6,3,2001,3531
6,3,2002,3358
6,3,2003,3369
6,3,2004,3490
6,3,2005,3682
6,3,2006,3688
6,3,2007,3873
6,3,2008,3764
6,3,2009,3888
6,3,2010,3839
6,3,2011,3940
6,3,2012,4028
6,3,2013,4133
6,3,2014,4212
6,3,2015,4186
6,3,2016,4233
6,3,2017,4413
6,3,2018,4438
6,3,2019,4503
6,3,2020,4307
6,3,2021,4416
6,3,2022,4344
6,3,2023,4353
6,4,1968,4613
6,4,1969,4837
6,4,1970,4893
6,4,1971,4882
6,4,1972,4697
6,4,1973,4407
6,4,1974,4451
6,4,1975,4626
6,4,1976,4440
6,4,1977,4497
6,4,1978,4451
6,4,1979,4141
6,4,1980,4132
6,4,1981,4072
6,4,1982,3830
6,4,1983,3896
6,4,1984,3878
6,4,1985,3624
6,4,1986,3717
6,4,1987,3852
6,4,1988,3872
6,4,1989,4120
6,4,1990,4198
6,4,1991,4196
6,4,1992,4463
6,4,1993,4507
6,4,1994,4924
6,4,1995,4922
6,4,1996,4802
6,4,1997,4563
6,4,1998,4325
6,4,1999,3971
6,4,2000,3658
6,4,2001,3514
6,4,2002,3563
6,4,2003,3380
6,4,2004,3398
6,4,2005,3511
6,4,2006,3707
6,4,2007,3728
6,4,2008,3919
6,4,2009,3798
6,4,2010,3895
6,4,2011,3871
6,4,2012,3994
6,4,2013,4080
6,4,2014,4234
6,4,2015,4330
6,4,2016,4286
6,4,2017,4342
6,4,2018,4474
6,4,2019,4487
6,4,2020,4538
6,4,2021,4341
6,4,2022,4470
6,4,2023,4341
6,5,1968,4412
6,5,1969,4654
6,5,1970,4859
6,5,1971,4859
6,5,1972,4890
6,5,1973,4699
6,5,1974,4438
6,5,1975,4473
6,5,1976,4674
6,5,1977,4454
6,5,1978,4491
6,5,1979,4471
6,5,1980,4175
6,5,1981,4113
6,5,1982,4060
6,5,1983,3827
6,5,1984,3872
6,5,1985,3914
6,5,1986,3651
6,5,1987,3762
6,5,1988,3894
6,5,1989,3929
6,5,1990,4145
6,5,1991,4236
6,5,1992,4198
6,5,1993,4503
6,5,1994,4579
6,5,1995,4944
6,5,1996,4928
6,5,1997,4789
6,5,1998,4590
6,5,1999,4334
6,5,2000,3987
6,5,2001,3698
6,5,2002,3527
6,5,2003,3588
6,5,2004,3390
6,5,2005,3424
6,5,2006,3558
6,5,2007,3765
6,5,2008,3782
6,5,2009,3936
6,5,2010,3807
6,5,2011,3925
6,5,2012,3921
6,5,2013,4061
6,5,2014,4140
6,5,2015,4325
6,5,2016,4417
6,5,2017,4409
6,5,2018,4399
6,5,2019,4542
6,5,2020,4506
6,5,2021,4563
6,5,2022,4376
6,5,2023,4455
6,6,1968,4232
6,6,1969,4463
6,6,1970,4683
6,6,1971,4857
6,6,1972,4857
6,6,1973,4880
6,6,1974,4701
6,6,1975,4462
6,6,1976,4480
6,6,1977,4698
6,6,1978,4453
6,6,1979,4514
6,6,1980,4517
6,6,1981,4208
6,6,1982,4117
6,6,1983,4065
6,6,1984,3833
6,6,1985,3899
6,6,1986,3914
6,6,1987,3697
6,6,1988,3819
6,6,1989,3945
6,6,1990,3988
6,6,1991,4156
6,6,1992,4228
6,6,1993,4204
6,6,1994,4548
6,6,1995,4575
6,6,1996,4947
6,6,1997,4954
6,6,1998,4812
6,6,1999,4586
6,6,2000,4383
6,6,2001,4012
6,6,2002,3715
6,6,2003,3552
6,6,2004,3617
6,6,2005,3412
6,6,2006,3461
6,6,2007,3611
6,6,2008,3794
6,6,2009,3801
6,6,2010,3938
6,6,2011,3829
6,6,2012,3958
6,6,2013,3991
6,6,2014,4123
6,6,2015,4222
6,6,2016,4409
6,6,2017,4514
6,6,2018,4482
6,6,2019,4417
6,6,2020,4555
6,6,2021,4543
6,6,2022,4587
6,6,2023,4355
6,7,1968,4110
6,7,1969,4297
6,7,1970,4497
6,7,1971,4658
6,7,1972,4851
6,7,1973,4835
6,7,1974,4891
6,7,1975,4692
6,7,1976,4473
6,7,1977,4504
6,7,1978,4695
6,7,1979,4488
6,7,1980,4565
6,7,1981,4506
6,7,1982,4202
6,7,1983,4117
6,7,1984,4057
6,7,1985,3846
6,7,1986,3922
6,7,1987,3936
6,7,1988,3729
6,7,1989,3881
6,7,1990,3957
6,7,1991,4022
6,7,1992,4155
6,7,1993,4263
6,7,1994,4254
6,7,1995,4580
6,7,1996,4565
6,7,1997,4960
6,7,1998,4999
6,7,1999,4821
6,7,2000,4610
6,7,2001,4405
6,7,2002,4030
6,7,2003,3752
6,7,2004,3570
6,7,2005,3651
6,7,2006,3426
6,7,2007,3512
6,7,2008,3642
6,7,2009,3817
6,7,2010,3807
6,7,2011,3964
6,7,2012,3879
6,7,2013,4005
6,7,2014,4094
6,7,2015,4207
6,7,2016,4305
6,7,2017,4506
6,7,2018,4573
6,7,2019,4534
6,7,2020,4434
6,7,2021,4576
6,7,2022,4566
6,7,2023,4575
6,8,1968,4115
6,8,1969,4128
6,8,1970,4304
6,8,1971,4464
6,8,1972,4668
6,8,1973,4856
6,8,1974,4879
6,8,1975,4928
6,8,1976,4713
6,8,1977,4501
6,8,1978,4495
6,8,1979,4704
6,8,1980,4536
6,8,1981,4581
6,8,1982,4497
6,8,1983,4207
6,8,1984,4114
6,8,1985,4070
6,8,1986,3884
6,8,1987,3945
6,8,1988,3976
6,8,1989,3769
6,8,1990,3897
6,8,1991,3987
6,8,1992,4017
6,8,1993,4183
6,8,1994,4309
6,8,1995,4273
6,8,1996,4585
6,8,1997,4584
6,8,1998,4998
6,8,1999,5026
6,8,2000,4869
6,8,2001,4623
6,8,2002,4424
6,8,2003,4050
6,8,2004,3762
6,8,2005,3601
6,8,2006,3682
6,8,2007,3475
6,8,2008,3547
6,8,2009,3668
6,8,2010,3814
6,8,2011,3826
6,8,2012,3981
6,8,2013,3953
6,8,2014,4080
6,8,2015,4178
6,8,2016,4283
6,8,2017,4391
6,8,2018,4576
6,8,2019,4626
6,8,2020,4544
6,8,2021,4481
6,8,2022,4584
6,8,2023,4559
6,9,1968,4140
6,9,1969,4155
6,9,1970,4133
6,9,1971,4270
6,9,1972,4468
6,9,1973,4648
6,9,1974,4922
6,9,1975,4909
6,9,1976,4926
6,9,1977,4736
6,9,1978,4496
6,9,1979,4521
6,9,1980,4731
6,9,1981,4550
6,9,1982,4569
6,9,1983,4498
6,9,1984,4192
6,9,1985,4108
6,9,1986,4089
6,9,1987,3913
6,9,1988,3979
6,9,1989,4039
6,9,1990,3785
6,9,1991,3913
6,9,1992,3980
6,9,1993,4030
6,9,1994,4241
6,9,1995,4322
6,9,1996,4269
6,9,1997,4621
6,9,1998,4632
6,9,1999,5020
6,9,2000,5064
6,9,2001,4875
6,9,2002,4659
6,9,2003,4440
6,9,2004,4072
6,9,2005,3773
6,9,2006,3629
6,9,2007,3726
6,9,2008,3510
6,9,2009,3557
6,9,2010,3677
6,9,2011,3839
6,9,2012,3861
6,9,2013,4027
6,9,2014,4003
6,9,2015,4139
6,9,2016,4257
6,9,2017,4387
6,9,2018,4454
6,9,2019,4630
6,9,2020,4655
6,9,2021,4564
6,9,2022,4505
6,9,2023,4559
6,10,1968,4237
6,10,1969,4197
6,10,1970,4144
6,10,1971,4128
6,10,1972,4285
6,10,1973,4473
6,10,1974,4694
6,10,1975,4902
6,10,1976,4923
6,10,1977,4947
6,10,1978,4735
6,10,1979,4511
6,10,1980,4544
6,10,1981,4720
6,10,1982,4541
6,10,1983,4572
6,10,1984,4507
6,10,1985,4190
6,10,1986,4139
6,10,1987,4098
6,10,1988,3924
6,10,1989,4024
6,10,1990,4067
6,10,1991,3817
6,10,1992,3918
6,10,1993,4015
6,10,1994,4072
6,10,1995,4253
6,10,1996,4339
6,10,1997,4271
6,10,1998,4662
6,10,1999,4646
6,10,2000,5068
6,10,2001,5082
6,10,2002,4888
6,10,2003,4692
6,10,2004,4448
6,10,2005,4080
6,10,2006,3816
6,10,2007,3659
6,10,2008,3734
6,10,2009,3521
6,10,2010,3563
6,10,2011,3679
6,10,2012,3866
6,10,2013,3922
6,10,2014,4088
6,10,2015,4091
6,10,2016,4220
6,10,2017,4356
6,10,2018,4460
6,10,2019,4471
6,10,2020,4639
6,10,2021,4678
6,10,2022,4596
6,10,2023,4500
6,11,1968,4342
6,11,1969,4260
6,11,1970,4218
6,11,1971,4128
6,11,1972,4149
6,11,1973,4288
6,11,1974,4514
6,11,1975,4706
6,11,1976,4939
6,11,1977,4957
6,11,1978,4951
6,11,1979,4737
6,11,1980,4526
6,11,1981,4545
6,11,1982,4710
6,11,1983,4553
6,11,1984,4577
6,11,1985,4536
6,11,1986,4203
6,11,1987,4162
6,11,1988,4110
6,11,1989,3959
6,11,1990,4069
6,11,1991,4108
6,11,1992,3807
6,11,1993,3958
6,11,1994,4048
6,11,1995,4085
6,11,1996,4267
6,11,1997,4340
6,11,1998,4320
6,11,1999,4683
6,11,2000,4693
6,11,2001,5110
6,11,2002,5099
6,11,2003,4923
6,11,2004,4703
6,11,2005,4465
6,11,2006,4128
6,11,2007,3859
6,11,2008,3689
6,11,2009,3758
6,11,2010,3519
6,11,2011,3589
6,11,2012,3705
6,11,2013,3921
6,11,2014,3980
6,11,2015,4139
6,11,2016,4133
6,11,2017,4300
6,11,2018,4408
6,11,2019,4495
6,11,2020,4494
6,11,2021,4652
6,11,2022,4697
6,11,2023,4584
6,12,1968,4412
6,12,1969,4379
6,12,1970,4263
6,12,1971,4216
6,12,1972,4145
6,12,1973,4169
6,12,1974,4306
6,12,1975,4528
6,12,1976,4732
6,12,1977,4950
6,12,1978,4960
6,12,1979,4959
6,12,1980,4768
6,12,1981,4532
6,12,1982,4546
6,12,1983,4705
6,12,1984,4556
6,12,1985,4570
6,12,1986,4541
6,12,1987,4219
6,12,1988,4186
6,12,1989,4126
6,12,1990,3964
6,12,1991,4094
6,12,1992,4106
6,12,1993,3846
6,12,1994,3985
6,12,1995,4068
6,12,1996,4081
6,12,1997,4292
6,12,1998,4369
6,12,1999,4330
6,12,2000,4708
6,12,2001,4715
6,12,2002,5110
6,12,2003,5117
6,12,2004,4939
6,12,2005,4705
6,12,2006,4496
6,12,2007,4165
6,12,2008,3885
6,12,2009,3703
6,12,2010,3772
6,12,2011,3531
6,12,2012,3613
6,12,2013,3739
6,12,2014,3981
6,12,2015,4066
6,12,2016,4201
6,12,2017,4210
6,12,2018,4366
6,12,2019,4464
6,12,2020,4503
6,12,2021,4533
6,12,2022,4678
6,12,2023,4689
6,13,1968,4446
6,13,1969,4461
6,13,1970,4422
6,13,1971,4253
6,13,1972,4195
6,13,1973,4131
6,13,1974,4194
6,13,1975,4303
6,13,1976,4511
6,13,1977,4772
6,13,1978,4946
6,13,1979,4982
6,13,1980,4976
6,13,1981,4755
6,13,1982,4527
6,13,1983,4528
