Region,Age,Year,Population
4,18,2006,3642
4,18,2007,3912
4,18,2008,4093
4,18,2009,4063
4,18,2010,3943
4,18,2011,3900
4,18,2012,3624
4,18,2013,3481
4,18,2014,3281
4,18,2015,3192
4,18,2016,3206
4,18,2017,3400
4,18,2018,3466
4,18,2019,3457
4,18,2020,3506
4,18,2021,3616
4,18,2022,3621
4,18,2023,3673
4,19,1968,3705
4,19,1969,3721
4,19,1970,3679
4,19,1971,3638
4,19,1972,3489
4,19,1973,3307
4,19,1974,3452
4,19,1975,3437
4,19,1976,3420
4,19,1977,3391
4,19,1978,3394
4,19,1979,3300
4,19,1980,3431
4,19,1981,3453
4,19,1982,3456
4,19,1983,3929
4,19,1984,3930
4,19,1985,3914
4,19,1986,3947
4,19,1987,3700
4,19,1988,3389
4,19,1989,3349
4,19,1990,3627
4,19,1991,3564
4,19,1992,3513
4,19,1993,3588
4,19,1994,3283
4,19,1995,3059
4,19,1996,2939
4,19,1997,3030
4,19,1998,2973
4,19,1999,3048
4,19,2000,2959
4,19,2001,2920
4,19,2002,3000
4,19,2003,3114
4,19,2004,3199
4,19,2005,3305
4,19,2006,3271
4,19,2007,3495
4,19,2008,3797
4,19,2009,3915
4,19,2010,3894
4,19,2011,3825
4,19,2012,3778
4,19,2013,3480
4,19,2014,3390
4,19,2015,3170
4,19,2016,3105
4,19,2017,3135
4,19,2018,3384
4,19,2019,3388
4,19,2020,3334
4,19,2021,3311
4,19,2022,3420
4,19,2023,3463
5,17,1968,5232
5,17,1969,5320
5,17,1970,5308
5,17,1971,5115
5,17,1972,5225
5,17,1973,5163
5,17,1974,5072
5,17,1975,5174
5,17,1976,5059
5,17,1977,4973
5,17,1978,5048
5,17,1979,5132
5,17,1980,5374
5,17,1981,5877
5,17,1982,6007
5,17,1983,6048
5,17,1984,5895
5,17,1985,5403
5,17,1986,5254
5,17,1987,5450
5,17,1988,5556
5,17,1989,5446
5,17,1990,5484
5,17,1991,5561
5,17,1992,5155
5,17,1993,4998
5,17,1994,4962
5,17,1995,4719
5,17,1996,4882
5,17,1997,5041
5,17,1998,4761
5,17,1999,4614
5,17,2000,4631
5,17,2001,4574
5,17,2002,5035
5,17,2003,5262
5,17,2004,5313
5,17,2005,5681
5,17,2006,5651
5,17,2007,6245
5,17,2008,6199
5,17,2009,6120
5,17,2010,5960
5,17,2011,5718
5,17,2012,5363
5,17,2013,5022
5,17,2014,4732
5,17,2015,4692
5,17,2016,4763
5,17,2017,4978
5,17,2018,4860
5,17,2019,5074
5,17,2020,5165
5,17,2021,5315
5,17,2022,5429
5,17,2023,5538
5,18,1968,5679
5,18,1969,5384
5,18,1970,5400
5,18,1971,5321
5,18,1972,5121
5,18,1973,5208
5,18,1974,5177
5,18,1975,5096
5,18,1976,5214
5,18,1977,5109
5,18,1978,4938
5,18,1979,5075
5,18,1980,5144
5,18,1981,5376
5,18,1982,5888
5,18,1983,5993
5,18,1984,6066
5,18,1985,5902
5,18,1986,5416
5,18,1987,5274
5,18,1988,5455
5,18,1989,5599
5,18,1990,5469
5,18,1991,5482
5,18,1992,5581
5,18,1993,5193
5,18,1994,5069
5,18,1995,4987
5,18,1996,4715
5,18,1997,4889
5,18,1998,5042
5,18,1999,4771
5,18,2000,4637
5,18,2001,4646
5,18,2002,4591
5,18,2003,5076
5,18,2004,5280
5,18,2005,5337
5,18,2006,5727
5,18,2007,5705
5,18,2008,6287
5,18,2009,6286
5,18,2010,6159
5,18,2011,6022
5,18,2012,5778
5,18,2013,5447
5,18,2014,5091
5,18,2015,4826
5,18,2016,4867
5,18,2017,4992
5,18,2018,5105
5,18,2019,4931
5,18,2020,5104
5,18,2021,5230
5,18,2022,5350
5,18,2023,5480
5,19,1968,5842
5,19,1969,5873
5,19,1970,5449
5,19,1971,5392
5,19,1972,5319
5,19,1973,5137
5,19,1974,5215
5,19,1975,5161
5,19,1976,5134
5,19,1977,5224
5,19,1978,5161
5,19,1979,4980
5,19,1980,5094
5,19,1981,5134
5,19,1982,5383
5,19,1983,5899
5,19,1984,6039
5,19,1985,6081
5,19,1986,5925
5,19,1987,5435
5,19,1988,5281
5,19,1989,5477
5,19,1990,5648
5,19,1991,5585
5,19,1992,5599
5,19,1993,5839
5,19,1994,5516
5,19,1995,5357
5,19,1996,5221
5,19,1997,4919
5,19,1998,5112
5,19,1999,5240
5,19,2000,4974
5,19,2001,4855
5,19,2002,4869
5,19,2003,4853
5,19,2004,5332
5,19,2005,5486
5,19,2006,5545
5,19,2007,6052
5,19,2008,6026
5,19,2009,6574
5,19,2010,6592
5,19,2011,6481
5,19,2012,6356
5,19,2013,6072
5,19,2014,5759
5,19,2015,5376
5,19,2016,5148
5,19,2017,5150
5,19,2018,5393
5,19,2019,5445
5,19,2020,5261
5,19,2021,5431
5,19,2022,5568
5,19,2023,5574
6,17,1968,4385
6,17,1969,4489
6,17,1970,4537
6,17,1971,4371
6,17,1972,4517
6,17,1973,4455
6,17,1974,4454
6,17,1975,4287
6,17,1976,4239
6,17,1977,4164
6,17,1978,4223
6,17,1979,4326
6,17,1980,4555
6,17,1981,4772
6,17,1982,4956
6,17,1983,4945
6,17,1984,4987
6,17,1985,4764
6,17,1986,4529
6,17,1987,4569
6,17,1988,4743
6,17,1989,4600
6,17,1990,4651
6,17,1991,4585
6,17,1992,4313
6,17,1993,4253
6,17,1994,4246
6,17,1995,4071
6,17,1996,4137
6,17,1997,4204
6,17,1998,3910
6,17,1999,4040
6,17,2000,4132
6,17,2001,4159
6,17,2002,4391
6,17,2003,4447
6,17,2004,4461
6,17,2005,4794
6,17,2006,4794
6,17,2007,5207
6,17,2008,5241
6,17,2009,5079
6,17,2010,4846
6,17,2011,4627
6,17,2012,4289
6,17,2013,4084
6,17,2014,3899
6,17,2015,4029
6,17,2016,3845
6,17,2017,4022
6,17,2018,4072
6,17,2019,4308
6,17,2020,4312
6,17,2021,4363
6,17,2022,4361
6,17,2023,4452
6,18,1968,4481
6,18,1969,4492
6,18,1970,4558
6,18,1971,4504
6,18,1972,4375
6,18,1973,4529
6,18,1974,4472
6,18,1975,4394
6,18,1976,4298
6,18,1977,4254
6,18,1978,4157
6,18,1979,4240
6,18,1980,4355
6,18,1981,4536
6,18,1982,4739
6,18,1983,4938
6,18,1984,4928
6,18,1985,4983
6,18,1986,4785
6,18,1987,4555
6,18,1988,4614
6,18,1989,4782
6,18,1990,4610
6,18,1991,4658
6,18,1992,4606
6,18,1993,4349
6,18,1994,4271
6,18,1995,4267
6,18,1996,4084
6,18,1997,4146
6,18,1998,4224
6,18,1999,3910
6,18,2000,4057
6,18,2001,4151
6,18,2002,4185
6,18,2003,4428
6,18,2004,4471
6,18,2005,4474
6,18,2006,4827
6,18,2007,4839
6,18,2008,5242
6,18,2009,5263
6,18,2010,5108
6,18,2011,4870
6,18,2012,4658
6,18,2013,4355
6,18,2014,4176
6,18,2015,3980
6,18,2016,4156
6,18,2017,4060
6,18,2018,4106
6,18,2019,4118
6,18,2020,4353
6,18,2021,4359
6,18,2022,4394
6,18,2023,4396
6,19,1968,4731
6,19,1969,4586
6,19,1970,4503
6,19,1971,4475
6,19,1972,4498
6,19,1973,4351
6,19,1974,4518
6,19,1975,4409
6,19,1976,4368
6,19,1977,4251
6,19,1978,4205
6,19,1979,4159
6,19,1980,4215
6,19,1981,4306
6,19,1982,4457
6,19,1983,4703
6,19,1984,4909
6,19,1985,4902
6,19,1986,4974
6,19,1987,4841
6,19,1988,4575
6,19,1989,4625
6,19,1990,4771
6,19,1991,4554
6,19,1992,4594
6,19,1993,4455
6,19,1994,4258
6,19,1995,4188
6,19,1996,4141
6,19,1997,3970
6,19,1998,4062
6,19,1999,4115
6,19,2000,3853
6,19,2001,4014
6,19,2002,4074
6,19,2003,4135
6,19,2004,4380
6,19,2005,4408
6,19,2006,4510
6,19,2007,4912
6,19,2008,4920
6,19,2009,5263
6,19,2010,5226
6,19,2011,5151
6,19,2012,4903
6,19,2013,4710
6,19,2014,4311
6,19,2015,4210
6,19,2016,4037
6,19,2017,4213
6,19,2018,4212
6,19,2019,4135
6,19,2020,4104
6,19,2021,4313
6,19,2022,4377
6,19,2023,4390
7,17,1968,2305
7,17,1969,2394
7,17,1970,2384
7,17,1971,2310
7,17,1972,2279
7,17,1973,2353
7,17,1974,2231
7,17,1975,2192
7,17,1976,2187
7,17,1977,2134
7,17,1978,2157
7,17,1979,2286
7,17,1980,2394
7,17,1981,2591
7,17,1982,2573
7,17,1983,2638
7,17,1984,2650
7,17,1985,2525
7,17,1986,2457
7,17,1987,2430
7,17,1988,2512
7,17,1989,2474
7,17,1990,2457
7,17,1991,2590
7,17,1992,2476
7,17,1993,2402
7,17,1994,2299
7,17,1995,2230
7,17,1996,2304
7,17,1997,2273
7,17,1998,2223
7,17,1999,2200
7,17,2000,2196
7,17,2001,2164
7,17,2002,2216
7,17,2003,2273
7,17,2004,2370
7,17,2005,2445
7,17,2006,2428
7,17,2007,2667
7,17,2008,2642
7,17,2009,2671
7,17,2010,2500
7,17,2011,2421
7,17,2012,2313
7,17,2013,2107
7,17,2014,2111
7,17,2015,2114
7,17,2016,2174
7,17,2017,2134
7,17,2018,2259
7,17,2019,2323
7,17,2020,2322
7,17,2021,2437
7,17,2022,2361
7,17,2023,2507
7,18,1968,2415
7,18,1969,2355
7,18,1970,2416
7,18,1971,2376
7,18,1972,2307
7,18,1973,2270
7,18,1974,2329
7,18,1975,2219
7,18,1976,2182
7,18,1977,2198
7,18,1978,2128
7,18,1979,2161
7,18,1980,2281
7,18,1981,2380
7,18,1982,2586
7,18,1983,2566
7,18,1984,2638
7,18,1985,2635
7,18,1986,2516
7,18,1987,2451
7,18,1988,2430
7,18,1989,2508
7,18,1990,2457
7,18,1991,2471
7,18,1992,2588
7,18,1993,2479
7,18,1994,2413
7,18,1995,2297
7,18,1996,2228
7,18,1997,2302
7,18,1998,2273
7,18,1999,2220
7,18,2000,2198
7,18,2001,2190
7,18,2002,2159
7,18,2003,2228
7,18,2004,2284
7,18,2005,2381
7,18,2006,2485
7,18,2007,2465
7,18,2008,2693
7,18,2009,2680
7,18,2010,2685
7,18,2011,2509
7,18,2012,2441
7,18,2013,2344
7,18,2014,2128
7,18,2015,2171
7,18,2016,2197
7,18,2017,2270
7,18,2018,2169
7,18,2019,2279
7,18,2020,2340
7,18,2021,2336
7,18,2022,2451
7,18,2023,2376
7,19,1968,2474
7,19,1969,2467
7,19,1970,2362
7,19,1971,2390
7,19,1972,2357
7,19,1973,2322
7,19,1974,2258
7,19,1975,2321
7,19,1976,2228
7,19,1977,2178
7,19,1978,2197
7,19,1979,2104
7,19,1980,2167
7,19,1981,2307
7,19,1982,2367
7,19,1983,2562
7,19,1984,2543
7,19,1985,2587
7,19,1986,2612
7,19,1987,2515
7,19,1988,2479
7,19,1989,2425
7,19,1990,2529
7,19,1991,2448
7,19,1992,2465
7,19,1993,2603
7,19,1994,2521
7,19,1995,2368
7,19,1996,2266
7,19,1997,2239
7,19,1998,2236
7,19,1999,2274
7,19,2000,2194
7,19,2001,2186
7,19,2002,2220
7,19,2003,2187
7,19,2004,2263
7,19,2005,2305
7,19,2006,2461
7,19,2007,2553
7,19,2008,2533
7,19,2009,2743
7,19,2010,2750
7,19,2011,2782
7,19,2012,2536
7,19,2013,2437
7,19,2014,2425
7,19,2015,2143
7,19,2016,2225
7,19,2017,2220
7,19,2018,2370
7,19,2019,2210
7,19,2020,2338
7,19,2021,2400
7,19,2022,2404
7,19,2023,2532
8,17,1968,3453
8,17,1969,3369
8,17,1970,3316
8,17,1971,3297
8,17,1972,3289
8,17,1973,3361
8,17,1974,3081
8,17,1975,3093
8,17,1976,3167
8,17,1977,3016
8,17,1978,3039
8,17,1979,3294
8,17,1980,3419
8,17,1981,3610
8,17,1982,3712
8,17,1983,3750
8,17,1984,3532
8,17,1985,3331
8,17,1986,3127
8,17,1987,3191
8,17,1988,3255
8,17,1989,3262
8,17,1990,3316
8,17,1991,3238
8,17,1992,3048
8,17,1993,2935
8,17,1994,2946
8,17,1995,2781
8,17,1996,2947
8,17,1997,2780
8,17,1998,2870
8,17,1999,2888
8,17,2000,2747
8,17,2001,2904
8,17,2002,3013
8,17,2003,3029
8,17,2004,3174
8,17,2005,3274
8,17,2006,3374
8,17,2007,3619
8,17,2008,3513
8,17,2009,3450
8,17,2010,3250
8,17,2011,3102
8,17,2012,2857
8,17,2013,2615
8,17,2014,2403
8,17,2015,2425
8,17,2016,2530
8,17,2017,2691
8,17,2018,2618
8,17,2019,2685
8,17,2020,2661
8,17,2021,2704
8,17,2022,2676
8,17,2023,2715
8,18,1968,3445
8,18,1969,3487
8,18,1970,3360
8,18,1971,3270
8,18,1972,3258
8,18,1973,3285
8,18,1974,3327
8,18,1975,3073
8,18,1976,3077
8,18,1977,3148
8,18,1978,3007
8,18,1979,3018
8,18,1980,3291
8,18,1981,3387
8,18,1982,3604
8,18,1983,3674
8,18,1984,3722
8,18,1985,3500
8,18,1986,3293
8,18,1987,3107
8,18,1988,3186
8,18,1989,3275
8,18,1990,3272
8,18,1991,3316
8,18,1992,3255
8,18,1993,3064
8,18,1994,2933
8,18,1995,2934
8,18,1996,2776
8,18,1997,2940
8,18,1998,2785
8,18,1999,2861
8,18,2000,2882
8,18,2001,2738
8,18,2002,2917
8,18,2003,3036
8,18,2004,3034
8,18,2005,3182
8,18,2006,3283
8,18,2007,3392
8,18,2008,3623
8,18,2009,3516
8,18,2010,3454
8,18,2011,3278
8,18,2012,3098
8,18,2013,2883
8,18,2014,2652
8,18,2015,2471
8,18,2016,2580
8,18,2017,2621
8,18,2018,2719
8,18,2019,2613
8,18,2020,2700
8,18,2021,2666
8,18,2022,2721
8,18,2023,2674
8,19,1968,3571
8,19,1969,3508
8,19,1970,3463
8,19,1971,3314
8,19,1972,3187
8,19,1973,3220
8,19,1974,3255
8,19,1975,3319
8,19,1976,3052
8,19,1977,3036
8,19,1978,3117
8,19,1979,2981
8,19,1980,2981
8,19,1981,3210
8,19,1982,3344
8,19,1983,3554
8,19,1984,3637
8,19,1985,3658
8,19,1986,3432
8,19,1987,3238
8,19,1988,3034
8,19,1989,3172
8,19,1990,3228
8,19,1991,3216
8,19,1992,3260
8,19,1993,3146
8,19,1994,3015
8,19,1995,2816
8,19,1996,2876
8,19,1997,2679
8,19,1998,2811
8,19,1999,2659
8,19,2000,2746
8,19,2001,2771
8,19,2002,2629
8,19,2003,2891
8,19,2004,2976
8,19,2005,2979
8,19,2006,3098
8,19,2007,3174
8,19,2008,3281
8,19,2009,3551
8,19,2010,3405
8,19,2011,3365
8,19,2012,3232
8,19,2013,3016
8,19,2014,2802
8,19,2015,2611
8,19,2016,2510
8,19,2017,2522
8,19,2018,2602
8,19,2019,2645
8,19,2020,2508
8,19,2021,2620
8,19,2022,2615
8,19,2023,2632
9,17,1968,836
9,17,1969,890
9,17,1970,837
9,17,1971,801
9,17,1972,831
9,17,1973,825
9,17,1974,821
9,17,1975,813
9,17,1976,799
9,17,1977,826
9,17,1978,773
9,17,1979,808
9,17,1980,858
9,17,1981,907
9,17,1982,871
9,17,1983,867
9,17,1984,889
9,17,1985,775
9,17,1986,714
9,17,1987,718
9,17,1988,809
9,17,1989,843
9,17,1990,744
9,17,1991,817
9,17,1992,734
9,17,1993,696
9,17,1994,730
9,17,1995,641
9,17,1996,731
9,17,1997,734
9,17,1998,758
9,17,1999,746
9,17,2000,748
9,17,2001,743
9,17,2002,702
9,17,2003,753
9,17,2004,790
9,17,2005,890
9,17,2006,862
9,17,2007,1002
9,17,2008,842
9,17,2009,855
9,17,2010,833
9,17,2011,762
9,17,2012,671
9,17,2013,590
9,17,2014,598
9,17,2015,512
9,17,2016,595
9,17,2017,580
9,17,2018,576
9,17,2019,632
9,17,2020,608
9,17,2021,558
9,17,2022,654
9,17,2023,639
9,18,1968,893
9,18,1969,839
9,18,1970,879
9,18,1971,822
9,18,1972,782
9,18,1973,818
9,18,1974,821
9,18,1975,797
9,18,1976,808
9,18,1977,783
9,18,1978,823
9,18,1979,772
9,18,1980,800
9,18,1981,859
9,18,1982,914
9,18,1983,862
9,18,1984,868
9,18,1985,883
9,18,1986,768
9,18,1987,708
9,18,1988,706
9,18,1989,817
9,18,1990,830
9,18,1991,739
9,18,1992,811
9,18,1993,728
9,18,1994,691
9,18,1995,723
9,18,1996,642
9,18,1997,723
9,18,1998,732
9,18,1999,753
9,18,2000,740
9,18,2001,745
9,18,2002,742
9,18,2003,712
9,18,2004,755
9,18,2005,790
9,18,2006,879
9,18,2007,867
9,18,2008,995
9,18,2009,846
9,18,2010,863
9,18,2011,828
9,18,2012,766
9,18,2013,678
9,18,2014,593
9,18,2015,615
9,18,2016,519
9,18,2017,626
9,18,2018,595
9,18,2019,591
9,18,2020,637
9,18,2021,621
9,18,2022,584
9,18,2023,668
9,19,1968,869
9,19,1969,904
9,19,1970,811
9,19,1971,858
9,19,1972,812
9,19,1973,756
9,19,1974,803
9,19,1975,811
9,19,1976,797
9,19,1977,781
9,19,1978,765
9,19,1979,820
9,19,1980,753
9,19,1981,779
9,19,1982,850
9,19,1983,903
9,19,1984,863
9,19,1985,860
9,19,1986,862
9,19,1987,736
9,19,1988,680
9,19,1989,687
9,19,1990,808
9,19,1991,822
9,19,1992,738
9,19,1993,797
9,19,1994,722
9,19,1995,672
9,19,1996,723
9,19,1997,640
9,19,1998,713
9,19,1999,717
9,19,2000,724
9,19,2001,736
9,19,2002,746
9,19,2003,738
9,19,2004,711
9,19,2005,781
9,19,2006,781
9,19,2007,904
9,19,2008,874
9,19,2009,1046
9,19,2010,881
9,19,2011,866
9,19,2012,840
9,19,2013,806
9,19,2014,703
9,19,2015,648
9,19,2016,681
9,19,2017,550
9,19,2018,689
9,19,2019,651
9,19,2020,618
9,19,2021,735
9,19,2022,675
9,19,2023,640
10,17,1968,2176
10,17,1969,2148
10,17,1970,2038
10,17,1971,2106
10,17,1972,2119
10,17,1973,2153
10,17,1974,2104
10,17,1975,2081
10,17,1976,2062
10,17,1977,2135
10,17,1978,2022
10,17,1979,2122
10,17,1980,2158
10,17,1981,2388
10,17,1982,2434
10,17,1983,2367
10,17,1984,2269
10,17,1985,2176
10,17,1986,2138
10,17,1987,2056
10,17,1988,2109
10,17,1989,2037
10,17,1990,2142
10,17,1991,2073
10,17,1992,2119
10,17,1993,1953
10,17,1994,1874
10,17,1995,1817
10,17,1996,1815
10,17,1997,1808
10,17,1998,1780
10,17,1999,1758
10,17,2000,1761
10,17,2001,1778
10,17,2002,1791
10,17,2003,1873
10,17,2004,1910
10,17,2005,1906
10,17,2006,1971
10,17,2007,2186
10,17,2008,2152
10,17,2009,2064
10,17,2010,1928
10,17,2011,1865
10,17,2012,1752
10,17,2013,1627
10,17,2014,1577
10,17,2015,1677
10,17,2016,1641
10,17,2017,1791
10,17,2018,1656
10,17,2019,1813
10,17,2020,1818
10,17,2021,1846
10,17,2022,1882
10,17,2023,1944
10,18,1968,2213
10,18,1969,2248
10,18,1970,2222
10,18,1971,2061
10,18,1972,2153
10,18,1973,2123
10,18,1974,2100
10,18,1975,2094
10,18,1976,2059
10,18,1977,2053
10,18,1978,2141
10,18,1979,2022
10,18,1980,2095
10,18,1981,2131
